Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\AdminPanel\Club.AdminPanel.Domain\Club.AdminPanel.Domain.csproj,File,src\AdminPanel\Club.AdminPanel.Domain\Club.AdminPanel.Domain.csproj,,,,,,,,Current target framework: net10.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,,,Microsoft.EntityFrameworkCore 8.0.15,,,,,"Microsoft.EntityFrameworkCore, 8.0.15  Recommendation:  Remove Microsoft.EntityFrameworkCore, and replace with new package Microsoft.EntityFrameworkCore 10.0.10"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,,,Microsoft.EntityFrameworkCore.Relational 8.0.15,,,,,"Microsoft.EntityFrameworkCore.Relational, 8.0.15  Recommendation:  Remove Microsoft.EntityFrameworkCore.Relational, and replace with new package Microsoft.EntityFrameworkCore.Relational 10.0.10"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,,,Microsoft.AspNetCore.OpenApi 8.0.8,,,,,"Microsoft.AspNetCore.OpenApi, 8.0.8  Recommendation:  Remove Microsoft.AspNetCore.OpenApi, and replace with new package Microsoft.AspNetCore.OpenApi 10.0.10"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,,,Microsoft.VisualStudio.Azure.Containers.Tools.Targets 1.21.0,,,,,"Microsoft.VisualStudio.Azure.Containers.Tools.Targets, 1.21.0  Recommendation:  No supported version found"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,,,Microsoft.AspNetCore.Authentication.JwtBearer 8.0.15,,,,,"Microsoft.AspNetCore.Authentication.JwtBearer, 8.0.15  Recommendation:  Remove Microsoft.AspNetCore.Authentication.JwtBearer, and replace with new package Microsoft.AspNetCore.Authentication.JwtBearer 10.0.10"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,,,Microsoft.AspNetCore.Diagnostics.EntityFrameworkCore 8.0.15,,,,,"Microsoft.AspNetCore.Diagnostics.EntityFrameworkCore, 8.0.15  Recommendation:  Remove Microsoft.AspNetCore.Diagnostics.EntityFrameworkCore, and replace with new package Microsoft.AspNetCore.Diagnostics.EntityFrameworkCore 10.0.10"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,,,Microsoft.EntityFrameworkCore.SqlServer 8.0.15,,,,,"Microsoft.EntityFrameworkCore.SqlServer, 8.0.15  Recommendation:  Remove Microsoft.EntityFrameworkCore.SqlServer, and replace with new package Microsoft.EntityFrameworkCore.SqlServer 10.0.10"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,,,Microsoft.EntityFrameworkCore.Tools 8.0.15,,,,,"Microsoft.EntityFrameworkCore.Tools, 8.0.15  Recommendation:  Remove Microsoft.EntityFrameworkCore.Tools, and replace with new package Microsoft.EntityFrameworkCore.Tools 10.0.10"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,,,System.Drawing.Common 8.0.15,,,,,"System.Drawing.Common, 8.0.15  Recommendation:  Remove System.Drawing.Common, and replace with new package System.Drawing.Common 10.0.10"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,,,System.Formats.Asn1 8.0.2,,,,,"System.Formats.Asn1, 8.0.2  Recommendation:  Remove System.Formats.Asn1, and replace with new package System.Formats.Asn1 10.0.10"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,,,System.Security.Cryptography.Pkcs 8.0.1,,,,,"System.Security.Cryptography.Pkcs, 8.0.1  Recommendation:  Remove System.Security.Cryptography.Pkcs, and replace with new package System.Security.Cryptography.Pkcs 10.0.10"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,,,System.Text.RegularExpressions 4.3.1,,,,,"System.Text.RegularExpressions, 4.3.1  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,,,Microsoft.Extensions.Caching.Abstractions 8.0.0,,,,,"Microsoft.Extensions.Caching.Abstractions, 8.0.0  Recommendation:  Remove Microsoft.Extensions.Caching.Abstractions, and replace with new package Microsoft.Extensions.Caching.Abstractions 10.0.10"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,,,Microsoft.Extensions.Caching.Memory 8.0.1,,,,,"Microsoft.Extensions.Caching.Memory, 8.0.1  Recommendation:  Remove Microsoft.Extensions.Caching.Memory, and replace with new package Microsoft.Extensions.Caching.Memory 10.0.10"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,,,Microsoft.Extensions.Caching.StackExchangeRedis 8.0.15,,,,,"Microsoft.Extensions.Caching.StackExchangeRedis, 8.0.15  Recommendation:  Remove Microsoft.Extensions.Caching.StackExchangeRedis, and replace with new package Microsoft.Extensions.Caching.StackExchangeRedis 10.0.10"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,,,AutoMapper 14.0.0,,,,,"AutoMapper, 14.0.0  Recommendation:  AutoMapper, 16.2.0"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,,,,,,,,Current target framework: net10.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Infrastructure\DatabaseCaching.cs,99,12,M:System.TimeSpan.FromMinutes(System.Double),,,,,cacheOptions.SetSlidingExpiration(TimeSpan.FromMinutes(30));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Infrastructure\PerformanceOptimization.cs,54,8,M:System.TimeSpan.FromDays(System.Double),,,,,var cacheMaxAge = environment.IsDevelopment() ? TimeSpan.FromMinutes(10) : TimeSpan.FromDays(365);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Infrastructure\PerformanceOptimization.cs,54,8,M:System.TimeSpan.FromMinutes(System.Double),,,,,var cacheMaxAge = environment.IsDevelopment() ? TimeSpan.FromMinutes(10) : TimeSpan.FromDays(365);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Infrastructure\DistributedDatabaseCache.cs,227,16,M:System.TimeSpan.FromMinutes(System.Double),,,,,distCacheOptions.SetSlidingExpiration(TimeSpan.FromMinutes(30));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Infrastructure\DistributedDatabaseCache.cs,214,8,M:System.TimeSpan.FromMinutes(System.Double),,,,,var memCacheOptions = new MemoryCacheEntryOptions()              .SetSlidingExpiration(slidingExpiration ?? TimeSpan.FromMinutes(5));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Infrastructure\DistributedDatabaseCache.cs,186,20,M:System.TimeSpan.FromMinutes(System.Double),,,,,var memOptions = new MemoryCacheEntryOptions()                          .SetSlidingExpiration(TimeSpan.FromMinutes(5));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Infrastructure\DistributedDatabaseCache.cs,76,12,M:System.TimeSpan.FromMinutes(System.Double),,,,,cacheOptions.SetSlidingExpiration(TimeSpan.FromMinutes(30));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Controllers\AccountController\InternalAccountController.cs,263,8,T:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler,,,,,return new JwtSecurityTokenHandler().WriteToken(token);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Controllers\AccountController\InternalAccountController.cs,263,8,M:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.#ctor,,,,,return new JwtSecurityTokenHandler().WriteToken(token);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Controllers\AccountController\InternalAccountController.cs,263,8,M:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.WriteToken(Microsoft.IdentityModel.Tokens.SecurityToken),,,,,return new JwtSecurityTokenHandler().WriteToken(token);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Controllers\AccountController\InternalAccountController.cs,256,8,T:System.IdentityModel.Tokens.Jwt.JwtSecurityToken,,,,,"JwtSecurityToken token = new(              issuer: ""InMemoryIssuer"",              audience: ""InMemoryAudience"",              claims: claims,              expires: DateTime.Now.AddHours(1),              signingCredentials: creds);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\AdminPanel\Club.AdminPanel.Web\Club.AdminPanel.Web.csproj,File,src\AdminPanel\Club.AdminPanel.Web\Controllers\AccountController\InternalAccountController.cs,256,8,"M:System.IdentityModel.Tokens.Jwt.JwtSecurityToken.#ctor(System.String,System.String,System.Collections.Generic.IEnumerable{System.Security.Claims.Claim},System.Nullable{System.DateTime},System.Nullable{System.DateTime},Microsoft.IdentityModel.Tokens.SigningCredentials)",,,,,"JwtSecurityToken token = new(              issuer: ""InMemoryIssuer"",              audience: ""InMemoryAudience"",              claims: claims,              expires: DateTime.Now.AddHours(1),              signingCredentials: creds);"
